episode, result, self hp, boss hp, time
263, 1, 4, 901
264, 1, 6, 901
265, 1, 6, 901
266, 1, 5, 901
267, 1, 7, 901
268, 1, 4, 901
269, 1, 7, 901
270, 1, 2, 901
271, 0, 0, 36
272, 1, 5, 901
273, 1, 5, 901
274, 1, 5, 901
275, 1, 6, 901
276, 1, 4, 901
277, 1, 4, 901
278, 1, 3, 901
279, 1, 8, 901
280, 1, 5, 901
281, 1, 6, 901
282, 1, 6, 901
283, 1, 2, 901
284, 1, 3, 901
285, 1, 6, 901
286, 1, 6, 901
287, 1, 4, 901
288, 1, 4, 901
289, 1, 6, 901
290, 1, 6, 901
291, 1, 9, 901
292, 1, 6, 901
293, 1, 5, 901
294, 1, 5, 901
295, 1, 5, 901
296, 1, 3, 901
297, 1, 2, 901
298, 1, 2, 901
299, 1, 5, 901
300, 1, 7, 901
301, 1, 2, 901
302, 1, 6, 901
303, 1, 6, 901
304, 1, 8, 901
305, 1, 3, 901
306, 1, 8, 901
307, 1, 4, 901
308, 1, 6, 901
309, 1, 4, 901
310, 1, 6, 901
311, 1, 4, 901
312, 1, 4, 901
313, 1, 6, 901
314, 1, 6, 901
315, 1, 4, 901
316, 1, 5, 901
317, 1, 5, 901
318, 1, 5, 901
319, 1, 5, 901
320, 1, 4, 901
321, 1, 5, 901
322, 1, 7, 901
323, 1, 2, 901
324, 1, 6, 901
325, 1, 6, 901
326, 1, 8, 901
327, 1, 6, 901
328, 1, 6, 901
329, 1, 1, 901
330, 1, 5, 901
331, 1, 4, 901
332, 1, 6, 901
333, 1, 6, 901
334, 1, 5, 901
335, 1, 7, 901
336, 1, 7, 901
337, 1, 4, 901
338, 0, 0, 68
339, 1, 4, 901
340, 1, 3, 901
341, 1, 5, 901
342, 1, 6, 901
343, 1, 6, 901
344, 1, 7, 901
345, 1, 3, 901
346, 1, 4, 901
347, 1, 7, 901
348, 1, 7, 901
349, 1, 3, 901
350, 1, 7, 901
351, 1, 7, 901
352, 1, 3, 901
353, 1, 4, 901
354, 1, 4, 901
355, 1, 5, 901
356, 1, 6, 901
357, 1, 5, 901
358, 1, 5, 901
359, 1, 6, 901
360, 1, 3, 901
361, 1, 2, 901
362, 1, 6, 901
363, 1, 9, 901
364, 1, 6, 901
365, 1, 4, 901
366, 0, 0, 36
367, 1, 2, 901
368, 1, 2, 901
369, 1, 3, 901
370, 1, 7, 901
371, 1, 3, 901
372, 1, 7, 901
373, 1, 6, 901
374, 1, 8, 901
375, 1, 4, 901
376, 1, 3, 901
377, 1, 5, 901
378, 1, 3, 901
379, 1, 8, 901
380, 0, 0, 228
381, 1, 1, 901
382, 1, 6, 901
383, 1, 7, 901
384, 1, 5, 901
385, 1, 6, 901
386, 1, 6, 901
387, 1, 3, 901
388, 1, 6, 901
389, 1, 6, 901
390, 1, 2, 901
391, 1, 7, 901
392, 1, 5, 901
393, 1, 3, 901
394, 1, 7, 901
395, 1, 8, 901
1, 1, 4, 901, 60.579
1, 0, 0, 388, 62.235
2, 1, 5, 901, 57.126
3, 1, 6, 901, 63.730
4, 1, 4, 901, 65.255
5, 1, 5, 901, 57.757
6, 1, 2, 901, 71.297
7, 1, 1, 901, 90.952
8, 1, 2, 901, 70.070
9, 1, 2, 901, 63.623
10, 1, 7, 901, 81.682
11, 1, 4, 901, 83.855
12, 1, 4, 901, 56.365
13, 1, 6, 901, 63.888
14, 1, 4, 901, 50.979
15, 1, 4, 901, 54.147
16, 1, 5, 901, 64.646
17, 1, 4, 901, 52.504
18, 1, 3, 901, 59.695
19, 1, 7, 901, 64.388
20, 1, 6, 901, 52.924
21, 1, 7, 901, 48.921
22, 1, 4, 901, 64.582
23, 1, 5, 901, 68.005
24, 1, 2, 901, 63.597
25, 1, 2, 901, 59.514
26, 1, 5, 901, 62.238
27, 1, 4, 901, 46.408
28, 1, 6, 901, 71.121
29, 1, 3, 901, 76.748
30, 1, 5, 901, 54.534
31, 1, 2, 901, 71.131
32, 1, 2, 901, 50.689
33, 1, 5, 901, 57.476
34, 1, 6, 901, 61.995
35, 1, 2, 901, 60.968
36, 1, 6, 901, 66.009
37, 1, 7, 901, 40.061
38, 1, 7, 901, 59.613
39, 1, 4, 901, 61.544
40, 1, 5, 901, 61.351
41, 1, 6, 901, 48.402
42, 1, 4, 901, 69.040
43, 1, 4, 901, 47.074
44, 1, 3, 901, 64.048
45, 1, 1, 901, 77.615
46, 1, 6, 901, 46.057
47, 1, 4, 901, 55.450
48, 1, 5, 901, 62.534
49, 1, 4, 901, 70.350
50, 1, 2, 901, 70.469
51, 1, 1, 901, 61.507
52, 1, 4, 901, 69.348
53, 1, 4, 901, 51.529
54, 1, 4, 901, 51.944
55, 1, 1, 901, 63.365
56, 1, 3, 901, 54.302
57, 1, 1, 901, 51.496
58, 1, 2, 901, 74.054
59, 1, 6, 901, 64.025
60, 1, 6, 901, 52.778
61, 1, 2, 901, 52.678
62, 1, 2, 901, 67.550
63, 1, 2, 901, 51.031
64, 1, 5, 901, 66.410
65, 1, 5, 901, 62.215
66, 1, 1, 901, 58.176
67, 1, 3, 901, 66.173
68, 1, 1, 901, 54.409
69, 1, 1, 901, 59.630
70, 1, 7, 901, 62.988
71, 1, 2, 901, 64.021
72, 1, 6, 901, 76.284
73, 1, 3, 901, 54.825
74, 1, 2, 901, 67.643
75, 1, 5, 901, 59.807
76, 1, 6, 901, 44.678
77, 1, 3, 901, 54.404
78, 1, 5, 901, 44.723
79, 1, 4, 901, 55.124
80, 1, 2, 901, 75.154
81, 1, 4, 901, 46.131
82, 1, 7, 901, 51.012
83, 1, 5, 901, 54.299
84, 1, 3, 901, 68.241
85, 1, 6, 901, 54.205
86, 1, 7, 901, 44.887
87, 1, 3, 901, 58.108
88, 1, 5, 901, 59.657
89, 1, 5, 901, 57.297
90, 0, 0, 292, 43.591
91, 1, 4, 901, 47.979
92, 1, 5, 901, 44.437
93, 1, 6, 901, 47.662
94, 1, 2, 901, 69.768
95, 1, 7, 901, 48.567
96, 1, 1, 901, 78.440
97, 1, 5, 901, 56.878
98, 1, 4, 901, 66.907
99, 1, 6, 901, 45.145
100, 1, 7, 901, 54.155
101, 0, 0, 36, 43.721
102, 1, 4, 901, 47.331
103, 1, 3, 901, 59.521
104, 1, 2, 901, 56.728
105, 1, 4, 901, 62.424
106, 1, 4, 901, 60.496
107, 1, 5, 901, 62.186
108, 1, 6, 901, 56.591
109, 1, 6, 901, 47.018
110, 1, 5, 901, 54.481
111, 1, 5, 901, 50.661
112, 1, 4, 901, 49.266
113, 1, 6, 901, 51.995
114, 1, 5, 901, 59.106
115, 1, 4, 901, 56.929
116, 1, 6, 901, 61.482
117, 1, 2, 901, 44.243
118, 1, 3, 901, 61.666
119, 1, 7, 901, 67.654
120, 1, 3, 901, 53.883
121, 0, 0, 68, 64.133
122, 1, 1, 901, 60.683
123, 1, 5, 901, 57.838
124, 1, 2, 901, 55.123
125, 1, 4, 901, 51.340
126, 1, 1, 901, 62.273
127, 1, 3, 901, 64.553
128, 1, 4, 901, 50.820
129, 1, 8, 901, 52.781
130, 1, 2, 901, 49.618
131, 1, 1, 901, 56.256
132, 1, 4, 901, 65.644
133, 1, 5, 901, 54.373
134, 1, 1, 901, 63.275
135, 1, 5, 901, 63.247
136, 1, 6, 901, 59.569
137, 1, 5, 901, 41.690
138, 1, 3, 901, 54.318
139, 1, 1, 901, 76.359
140, 1, 6, 901, 65.679
141, 1, 1, 901, 64.423
142, 1, 5, 901, 51.488
143, 1, 2, 901, 71.410
144, 1, 4, 901, 57.134
145, 1, 3, 901, 77.019
146, 1, 4, 901, 57.570
147, 1, 1, 901, 71.052
148, 1, 2, 901, 83.402
149, 0, 0, 164, 67.557
150, 1, 6, 901, 67.129
151, 1, 6, 901, 66.164
152, 1, 6, 901, 60.694
153, 1, 4, 901, 66.665
154, 1, 5, 901, 54.372
155, 1, 3, 901, 59.020
156, 1, 4, 901, 56.030
157, 1, 6, 901, 57.581
158, 1, 6, 901, 64.131
159, 1, 7, 901, 61.044
160, 1, 6, 901, 48.548
161, 1, 4, 901, 55.803
162, 1, 1, 901, 47.230
163, 1, 5, 901, 53.397
164, 1, 5, 901, 55.808
165, 1, 5, 901, 61.035
166, 1, 2, 901, 62.381
167, 1, 1, 901, 62.376
168, 0, 0, 164, 55.060
169, 0, 0, 36, 69.543
170, 1, 2, 901, 61.218
171, 1, 6, 901, 40.241
172, 0, 0, 68, 56.227
173, 1, 6, 901, 49.188
174, 1, 4, 901, 51.478
175, 1, 3, 901, 52.660
176, 1, 6, 901, 45.310
177, 1, 3, 901, 46.756
178, 1, 7, 901, 53.268
179, 1, 4, 901, 53.227
180, 1, 3, 901, 62.330
181, 1, 4, 901, 66.657
182, 1, 2, 901, 66.730
183, 1, 5, 901, 73.208
184, 0, 0, 132, 55.036
185, 0, 0, 4, 50.047
186, 1, 1, 901, 43.259
187, 1, 5, 901, 46.055
188, 1, 4, 901, 50.046
189, 1, 2, 901, 61.566
190, 1, 5, 901, 61.350
191, 1, 7, 901, 42.487
192, 1, 3, 901, 56.622
193, 1, 4, 901, 55.589
194, 1, 7, 901, 57.633
195, 1, 5, 901, 48.469
196, 0, 0, 100, 61.299
197, 1, 4, 901, 40.537
198, 1, 6, 901, 37.256
199, 1, 5, 901, 52.687
200, 1, 4, 901, 61.194
201, 1, 5, 901, 56.164
202, 1, 5, 901, 51.650
203, 1, 6, 901, 47.232
204, 1, 6, 901, 45.357
205, 1, 3, 901, 79.795
206, 1, 7, 901, 55.011
207, 1, 5, 901, 41.614
208, 1, 6, 901, 63.955
209, 1, 2, 901, 64.740
210, 1, 4, 901, 59.480
211, 1, 5, 901, 61.218
212, 1, 2, 901, 54.684
213, 1, 4, 901, 44.714
214, 1, 4, 901, 63.774
215, 1, 7, 901, 55.355
216, 1, 4, 901, 52.092
217, 1, 6, 901, 55.827
218, 1, 5, 901, 57.646
219, 1, 7, 901, 56.901
220, 0, 0, 132, 55.830
221, 1, 8, 901, 53.057
222, 1, 6, 901, 47.271
223, 1, 3, 901, 61.654
224, 1, 4, 901, 44.004
225, 1, 6, 901, 48.408
226, 1, 7, 901, 64.070
227, 1, 3, 901, 55.880
228, 1, 2, 901, 48.008
229, 1, 3, 901, 39.564
230, 1, 6, 901, 44.025
231, 1, 5, 901, 63.330
232, 1, 6, 901, 67.356
233, 1, 3, 901, 57.913
234, 1, 5, 901, 79.440
235, 1, 4, 901, 77.627
236, 1, 5, 901, 51.546
237, 1, 6, 901, 48.244
238, 1, 5, 901, 66.554
239, 0, 0, 100, 74.418
240, 1, 3, 901, 65.267
241, 1, 6, 901, 47.652
242, 1, 2, 901, 56.769
243, 1, 6, 901, 65.121
244, 1, 6, 901, 63.366
245, 1, 4, 901, 48.185
246, 1, 3, 901, 67.799
247, 1, 6, 901, 69.124
248, 1, 1, 901, 70.116
249, 1, 4, 901, 48.692
250, 0, 0, 4, 62.209
251, 1, 5, 901, 72.012
252, 0, 0, 164, 62.032
253, 1, 4, 901, 66.133
254, 1, 4, 901, 64.793
255, 1, 6, 901, 57.697
256, 1, 6, 901, 72.482
257, 1, 3, 901, 83.798
258, 1, 3, 901, 52.563
259, 1, 4, 901, 69.050
260, 1, 5, 901, 55.017
261, 1, 2, 901, 42.787
262, 1, 2, 901, 47.736
263, 1, 7, 901, 46.719
264, 1, 1, 901, 56.315
265, 1, 6, 901, 65.851
266, 1, 2, 901, 81.626
267, 1, 5, 901, 80.419
268, 1, 3, 901, 53.066
269, 1, 2, 901, 91.771
270, 1, 1, 901, 59.658
271, 1, 3, 901, 58.513
272, 1, 3, 901, 63.342
273, 1, 3, 901, 66.522
274, 1, 2, 901, 61.726
275, 1, 4, 901, 54.052
276, 1, 5, 901, 72.048
277, 1, 6, 901, 53.806
278, 1, 8, 901, 64.949
279, 1, 7, 901, 59.398
280, 1, 4, 901, 62.194
281, 1, 5, 901, 57.090
282, 1, 6, 901, 55.000
283, 1, 8, 901, 53.089
284, 1, 6, 901, 49.524
285, 1, 4, 901, 53.455
286, 0, 0, 132, 53.332
287, 1, 5, 901, 57.226
288, 1, 6, 901, 66.313
289, 1, 5, 901, 61.960
290, 1, 4, 901, 62.394
291, 1, 6, 901, 49.035
292, 1, 4, 901, 73.339
293, 1, 6, 901, 61.991
294, 1, 6, 901, 38.634
295, 1, 9, 901, 49.205
296, 1, 5, 901, 48.818
297, 1, 4, 901, 84.689
298, 1, 3, 901, 52.692
299, 1, 6, 901, 74.891
300, 1, 6, 901, 60.059
301, 1, 4, 901, 90.137
302, 1, 3, 901, 71.449
303, 1, 6, 901, 47.634
304, 1, 5, 901, 63.142
305, 1, 3, 901, 62.653
306, 1, 4, 901, 60.342
307, 1, 4, 901, 61.130
308, 1, 6, 901, 69.053
309, 1, 6, 901, 46.502
310, 1, 5, 901, 60.469
311, 1, 4, 901, 66.182
312, 1, 7, 901, 58.613
313, 1, 5, 901, 48.295
314, 1, 6, 901, 61.766
315, 1, 6, 901, 57.508
316, 1, 5, 901, 60.645
317, 1, 4, 901, 71.619
318, 1, 8, 901, 59.097
319, 1, 4, 901, 72.961
320, 1, 1, 901, 74.314
321, 1, 4, 901, 70.651
322, 1, 8, 901, 56.187
323, 1, 6, 901, 49.964
324, 1, 7, 901, 58.979
325, 1, 3, 901, 60.495
326, 1, 6, 901, 61.160
327, 1, 4, 901, 62.182
328, 1, 6, 901, 57.974
329, 1, 4, 901, 66.679
330, 1, 6, 901, 46.186
331, 1, 7, 901, 47.141
332, 1, 7, 901, 53.644
333, 1, 3, 901, 53.581
334, 1, 4, 901, 45.762
335, 1, 4, 901, 55.605
336, 1, 4, 901, 77.041
337, 1, 8, 901, 72.621
338, 1, 5, 901, 63.265
339, 1, 3, 901, 58.575
340, 1, 7, 901, 74.420
341, 1, 9, 901, 61.249
342, 1, 3, 901, 65.940
343, 1, 1, 901, 62.179
344, 1, 4, 901, 53.914
345, 1, 2, 901, 51.148
346, 1, 5, 901, 59.709
347, 1, 6, 901, 66.494
348, 1, 7, 901, 56.295
349, 1, 2, 901, 68.051
350, 1, 7, 901, 67.309
351, 1, 7, 901, 55.939
352, 1, 4, 901, 64.626
353, 1, 5, 901, 59.222
354, 1, 6, 901, 59.395
355, 1, 5, 901, 45.823
356, 1, 7, 901, 56.750
357, 1, 8, 901, 67.097
358, 1, 4, 901, 70.378
359, 0, 0, 100, 100.398
360, 1, 4, 901, 69.107
361, 1, 4, 901, 40.746
362, 1, 8, 901, 51.960
363, 1, 7, 901, 45.840
364, 1, 8, 901, 64.586
365, 1, 4, 901, 63.215
366, 1, 6, 901, 59.980
367, 1, 4, 901, 43.732
368, 1, 2, 901, 66.131
369, 1, 5, 901, 67.900
370, 1, 3, 901, 49.997
371, 1, 6, 901, 48.836
372, 1, 4, 901, 58.439
373, 1, 5, 901, 65.237
374, 1, 6, 901, 45.641
375, 1, 3, 901, 55.269
376, 1, 6, 901, 54.759
377, 1, 6, 901, 59.729
378, 1, 8, 901, 58.105
379, 1, 2, 901, 51.604
380, 1, 4, 901, 56.978
381, 1, 1, 901, 70.134
382, 0, 0, 36, 60.997
383, 1, 6, 901, 46.604
384, 0, 0, 100, 47.443
385, 1, 5, 901, 50.091
386, 1, 6, 901, 72.814
387, 1, 3, 901, 60.016
388, 1, 4, 901, 63.206
389, 1, 4, 901, 70.858
390, 1, 3, 901, 49.176
391, 1, 6, 901, 56.746
392, 1, 7, 901, 60.179
393, 1, 4, 901, 62.130
394, 1, 4, 901, 59.407
395, 1, 2, 901, 55.061
396, 1, 6, 901, 55.147
397, 1, 2, 901, 59.199
398, 1, 5, 901, 49.298
399, 1, 4, 901, 74.634
400, 1, 4, 901, 61.049
401, 1, 7, 901, 60.667
402, 1, 6, 901, 71.513
403, 1, 5, 901, 75.316
404, 1, 6, 901, 69.202
405, 1, 4, 901, 51.406
406, 1, 2, 901, 64.144
407, 1, 4, 901, 55.365
408, 1, 4, 901, 51.374
409, 1, 4, 901, 56.290
410, 1, 6, 901, 55.486
411, 1, 5, 901, 44.993
412, 1, 6, 901, 47.769
413, 1, 5, 901, 38.620
414, 1, 3, 901, 61.991
415, 1, 6, 901, 65.399
416, 1, 5, 901, 48.490
417, 1, 4, 901, 64.290
418, 1, 3, 901, 47.805
419, 1, 4, 901, 41.825
420, 0, 0, 36, 83.499
421, 1, 4, 901, 55.551
422, 1, 3, 901, 63.013
423, 1, 4, 901, 60.479
424, 1, 3, 901, 54.070
425, 1, 2, 901, 73.677
426, 1, 3, 901, 58.845
427, 1, 1, 901, 55.511
428, 1, 7, 901, 50.812
429, 1, 6, 901, 75.793
430, 1, 5, 901, 61.351
431, 1, 3, 901, 70.531
432, 1, 1, 901, 57.570
433, 1, 4, 901, 78.950
434, 1, 2, 901, 55.514
435, 1, 5, 901, 48.228
436, 1, 5, 901, 53.734
437, 1, 5, 901, 40.373
438, 1, 5, 901, 46.738
439, 1, 2, 901, 52.067
440, 1, 7, 901, 51.625
441, 1, 4, 901, 51.033
442, 1, 4, 901, 53.302
443, 1, 5, 901, 67.631
444, 0, 0, 324, 40.665
445, 1, 3, 901, 43.567
446, 1, 4, 901, 54.026
447, 1, 4, 901, 52.065
448, 1, 4, 901, 64.235
449, 1, 5, 901, 53.682
450, 1, 3, 901, 79.635
451, 1, 4, 901, 48.048
452, 1, 6, 901, 49.468
453, 1, 3, 901, 49.527
454, 1, 5, 901, 48.743
455, 1, 6, 901, 42.565
456, 1, 3, 901, 43.912
457, 1, 4, 901, 54.682
458, 1, 3, 901, 52.229
459, 1, 5, 901, 48.380
460, 1, 4, 901, 57.207
461, 1, 3, 901, 70.399
462, 1, 3, 901, 46.145
463, 1, 6, 901, 57.132
464, 1, 2, 901, 63.633
465, 1, 6, 901, 62.511
466, 1, 4, 901, 40.304
467, 1, 5, 901, 61.504
468, 1, 4, 901, 55.720
469, 1, 5, 901, 57.538
470, 1, 7, 901, 61.820
471, 1, 3, 901, 53.785
472, 1, 7, 901, 47.068
