loss_policy_move, entropy_loss_move, loss_value_move, loss_policy_act, entropy_loss_act, loss_value_act
Episode: 1
522985280000.0,0.0,117.73138,-1683852100000.0,0.0,48.943256
396799600000.0,0.0,100.94048,-3507390300000.0,0.0,90.155235
2131924200000.0,0.0,89.15793,-1527123500000.0,0.0,90.41636
-366888850000.0,0.0,74.01076,465563200000.0,0.0,93.3955
852048700000.0,0.0,106.97985,242015470000.0,0.0,85.36602
246707270000.0,0.0,153.21025,61703586000.0,0.0,103.09417
-166234310000.0,0.0,77.784645,-95802840000.0,0.0,49.12074
-242571900000.0,0.0,110.81807,-154828730000.0,0.0,79.16233
294405200000.0,0.0,154.67024,-2280094700000.0,0.0,71.28568
629259570000.0,0.0,115.7564,-3886748800000.0,0.0,33.041107
244850920000.0,0.0,96.78882,-2456933400000.0,0.0,32.57443
-540650570000.0,0.0,138.09822,-2131293400000.0,0.0,112.609856
-252099700000.0,0.0,139.07106,-150732490000.0,0.0,84.531
819858240000.0,0.0,86.81284,104488500000.0,0.0,95.59346
252607550000.0,0.0,87.056,-1768638800000.0,0.0,125.34533
907614900000.0,0.0,141.87022,195340570000.0,0.0,94.4014
-167098940000.0,0.0,105.30945,-2004493900000.0,0.0,57.807472
216346200000.0,0.0,119.611694,-1760744300000.0,0.0,70.45031
541404000000.0,0.0,101.677666,-4414624000000.0,0.0,59.234962
329713700000.0,0.0,84.34838,-4361204300000.0,0.0,82.37066
1725292700000.0,0.0,101.50449,125249170000.0,0.0,27.780035
-329396300000.0,0.0,85.1665,-1704530400000.0,0.0,76.240685
638982800000.0,0.0,77.72611,-1955649300000.0,0.0,67.047585
216633620000.0,0.0,121.477104,-2222949400000.0,0.0,72.33791
191719490000.0,0.0,136.38524,-2285433000000.0,0.0,69.15002
155749920000.0,0.0,84.202644,-21197638000.0,0.0,79.33092
Episode: 2
420035130000.0,0.0,88.02738,63790280000.0,0.0,61.82781
-18600229000.0,0.0,92.91469,-1268794800000.0,0.0,66.67633
396486050000.0,0.0,98.25603,-1967904100000.0,0.0,64.893425
7714478000.0,0.0,99.16485,-10983385000.0,0.0,37.159832
578525500000.0,0.0,115.58282,-1915158800000.0,0.0,92.899956
117633710000.0,0.0,102.662636,-2677009500000.0,0.0,55.58373
1172721600000.0,0.0,107.647484,-2029387900000.0,0.0,81.73503
269634810000.0,0.0,94.79551,-131234360000.0,0.0,132.52089
1664922400000.0,0.0,121.46926,-2445448600000.0,0.0,73.24836
-91430265000.0,0.0,101.27581,-4351246700000.0,0.0,105.9588
487206100000.0,0.0,102.71099,-7205043600000.0,0.0,19.689596
532278900000.0,0.0,92.76332,334819700000.0,0.0,5.9638286
-303963640000.0,0.0,112.6226,-402507170000.0,0.0,28.45376
818398900000.0,0.0,107.61765,179917010000.0,0.0,19.763393
453805050000.0,0.0,107.38696,620130400000.0,0.0,30.311533
1727086100000.0,0.0,92.271904,-139808980000.0,0.0,9.178922
488263320000.0,0.0,92.254944,10585143000.0,0.0,2.6425796
-390460800000.0,0.0,123.1276,-2068173000000.0,0.0,35.447502
1435848300000.0,0.0,131.81827,48947140000.0,0.0,49.669296
2644321800000.0,0.0,83.757774,5733096600000.0,0.0,50.992676
-67065725000.0,0.0,91.47963,-163430560000.0,0.0,72.568054
26657910000.0,0.0,92.67958,-6103931400.0,0.0,3.755474
-386641920000.0,0.0,107.5559,178073900000.0,0.0,8.221601
-44847575000.0,0.0,109.60476,-140462560000.0,0.0,45.495293
65813900000.0,0.0,85.51388,595612100.0,0.0,85.57708
-368736930000.0,0.0,69.80813,-758595100000.0,0.0,6.7691207
606872860000.0,0.0,85.16068,-2515502000000.0,0.0,27.571104
1616136400000.0,0.0,84.34944,335142550000.0,0.0,14.541992
1111432100000.0,0.0,105.19915,-870160800.0,0.0,41.789986
649834270000.0,0.0,113.67871,-1733974200000.0,0.0,11.188754
1254244400000.0,0.0,100.35616,-2202362400000.0,0.0,12.462476
675042950000.0,0.0,92.13702,60522955000.0,0.0,38.658733
142779300000.0,0.0,115.217896,233723120000.0,0.0,55.87085
424806740000.0,0.0,87.94996,53381410000.0,0.0,88.23494
-288326700000.0,0.0,86.89231,7295435500000.0,0.0,17.778812
681325900000.0,0.0,135.61662,842302550000.0,0.0,86.24363
-1426732700000.0,0.0,108.17739,43077784000.0,0.0,11.371302
1128925400000.0,0.0,106.62964,66176016000.0,0.0,15.759346
-1019260500000.0,0.0,67.90764,4426418000000.0,0.0,35.39056
468980860000.0,0.0,87.389015,-292131200000.0,0.0,29.018894
178188940000.0,0.0,91.47919,439505520000.0,0.0,56.285976
586812160000.0,0.0,106.4256,-174921060000.0,0.0,62.804165
-326603470000.0,0.0,88.885414,-64534180000.0,0.0,36.032314
1265264000000.0,0.0,91.13149,-4301375400000.0,0.0,13.089934
832737100000.0,0.0,90.38242,59406045000.0,0.0,33.056168
-280413860000.0,0.0,91.19612,-2533311600000.0,0.0,3.8710847
-0.0,0.0,79.26322,-2211413200000.0,0.0,9.562563
951387750000.0,0.0,81.092834,260928200000.0,0.0,20.659454
-240975890000.0,0.0,83.80471,-4619233700000.0,0.0,78.94552
1478147800000.0,0.0,107.47796,-2128864100000.0,0.0,99.65277
146601430000.0,0.0,92.79423,-159981760000.0,0.0,43.189922
456492400000.0,0.0,93.87199,-2138257800000.0,0.0,61.963123
271911630000.0,0.0,79.72176,7056350000.0,0.0,54.661964
-263034780000.0,0.0,98.26921,-3695449000000.0,0.0,45.074184
573431400000.0,0.0,105.35168,-4836166700000.0,0.0,48.47888
2126983100000.0,0.0,101.03467,-2172557500000.0,0.0,57.751545
-324848840000.0,0.0,103.62573,-659875200000.0,0.0,63.479004
1728681700.0,0.0,100.33077,212933820000.0,0.0,24.689203
309457350000.0,0.0,108.13576,-97994785000.0,0.0,60.39322
3313422000.0,0.0,86.99304,-361723800000.0,0.0,52.321423
1103629500000.0,0.0,101.34967,137995350000.0,0.0,37.880634
937800700000.0,0.0,110.00496,-4623854000000.0,0.0,20.911636
3348971000000.0,0.0,125.570305,-2366624000000.0,0.0,36.08708
-247965470000.0,0.0,89.78339,-476077650000.0,0.0,42.877583
341992670000.0,0.0,85.061615,556101000000.0,0.0,23.82479
-1086218800000.0,0.0,92.40926,-2107457100000.0,0.0,62.631805
203797940000.0,0.0,91.5456,-31779953000.0,0.0,32.533634
-141658310000.0,0.0,90.667114,23829051000.0,0.0,39.53761
603486000000.0,0.0,82.49951,7563924500000.0,0.0,32.279137
124414460000.0,0.0,80.501686,-2720916000000.0,0.0,34.03749
318082400000.0,0.0,86.63015,-2576007300000.0,0.0,22.31817
-427268150000.0,0.0,111.12054,59090158000.0,0.0,64.16111
1534928900000.0,0.0,81.34608,-3032859500000.0,0.0,93.359055
279408970000.0,0.0,108.05996,-256464110000.0,0.0,55.816357
485832000000.0,0.0,138.93108,-2164353100000.0,0.0,42.818512
-369995480000.0,0.0,81.126274,-1959146200000.0,0.0,47.30349
-266262360000.0,0.0,120.891624,-692650800000.0,0.0,29.507465
71028820000.0,0.0,97.065956,37688510000.0,0.0,36.415554
-843957860000.0,0.0,79.63432,97304674000.0,0.0,6.4346995
312272980000.0,0.0,90.16431,-1376143800000.0,0.0,44.827747
-108527820000.0,0.0,82.06198,-2065784200000.0,0.0,80.77195
-626632160000.0,0.0,95.74998,-3324965600000.0,0.0,8.096984
779834160000.0,0.0,80.24587,-2447698300000.0,0.0,8.195044
-330947900000.0,0.0,96.198204,-2990403700000.0,0.0,13.887054
-995065200000.0,0.0,108.36196,-61819800000.0,0.0,26.241364
89605830000.0,0.0,106.54779,-2980778300000.0,0.0,94.28511
-465496300000.0,0.0,88.33669,-3053349200000.0,0.0,56.230255
67757388000.0,0.0,114.75281,-3084509800000.0,0.0,84.42813
Episode: 3
23148270000.0,0.0,131.47452,-142733200000.0,0.0,6.345437
-113360290000.0,0.0,103.0287,573241300000.0,0.0,50.405285
272736010000.0,0.0,92.38008,6766211000000.0,0.0,28.172964
-732910000000.0,0.0,113.385155,-167433400000.0,0.0,31.475195
-210847020000.0,0.0,77.18231,-3164492800000.0,0.0,40.04302
-351315850000.0,0.0,123.11641,-3260871300000.0,0.0,64.79236
632971400000.0,0.0,77.35368,-93980400000.0,0.0,95.52061
-410460450000.0,0.0,86.49286,624392540000.0,0.0,60.141125
510005180000.0,0.0,95.57629,210837930000.0,0.0,33.521786
190491970000.0,0.0,102.77905,223944930000.0,0.0,22.777891
-891225600000.0,0.0,118.01971,241354080000.0,0.0,28.614431
-768781200000.0,0.0,85.53152,-396928450000.0,0.0,51.233418
1457647100000.0,0.0,107.78567,549715440000.0,0.0,62.77838
285575020000.0,0.0,100.09981,-353485320000.0,0.0,32.11852
701641400000.0,0.0,104.481155,223793180000.0,0.0,31.861792
538942600000.0,0.0,109.42373,-10690317000000.0,0.0,22.976767
280733400000.0,0.0,119.87359,1266784800000.0,0.0,56.033497
61156220000.0,0.0,103.24365,-347361440000.0,0.0,22.530727
53706750000.0,0.0,107.960594,15510609000.0,0.0,4.7223597
-1423509300000.0,0.0,80.136955,-1839573000000.0,0.0,51.746304
-581886600000.0,0.0,85.26507,1080729900000.0,0.0,11.996815
1194146800000.0,0.0,80.9504,28590688000.0,0.0,37.720028
2123089800000.0,0.0,105.314354,7255972000000.0,0.0,55.50993
-115877580000.0,0.0,136.7339,919643750000.0,0.0,15.509124
1532400600000.0,0.0,93.65791,1634000400000.0,0.0,14.258041
1775766200000.0,0.0,92.020485,4594410700000.0,0.0,57.736553
-259208760000.0,0.0,104.18717,390616700000.0,0.0,20.587791
775607160000.0,0.0,107.03597,613911760000.0,0.0,23.694565
-717056600000.0,0.0,102.12093,-1746673000000.0,0.0,40.95865
-98819860000.0,0.0,112.19688,-2655235900000.0,0.0,12.780063
-879376100000.0,0.0,99.85305,8772009300000.0,0.0,9.6829815
-783741400000.0,0.0,96.27946,-88629854000.0,0.0,36.957924
97949800000.0,0.0,99.6012,339160530000.0,0.0,46.835377
239728920000.0,0.0,101.646805,152043230000.0,0.0,21.365835
-84384200000.0,0.0,79.72865,-1111935000000.0,0.0,7.3402834
-479396600000.0,0.0,84.16931,-38463013000.0,0.0,35.440212
9835863000.0,0.0,85.91086,-2970285200000.0,0.0,37.42174
-1113262900000.0,0.0,107.491455,-144059350000.0,0.0,31.330877
407746940000.0,0.0,85.92364,-2560809000000.0,0.0,36.813026
144316580000.0,0.0,95.98847,1596839600000.0,0.0,77.64963
-529606840000.0,0.0,103.22839,547963630000.0,0.0,38.74759
-582516600000.0,0.0,79.88149,86510840000.0,0.0,14.244861
316972600000.0,0.0,93.01476,2418696500000.0,0.0,39.59924
313336630000.0,0.0,101.829414,-3669332900000.0,0.0,15.473206
-330391220000.0,0.0,81.04313,-3277662000000.0,0.0,36.772083
-679813400000.0,0.0,98.87064,-245459730000.0,0.0,42.42317
133190120000.0,0.0,77.592384,-2314351700000.0,0.0,64.041405
249929580000.0,0.0,120.99336,489383520.0,0.0,75.61285
-26774133000.0,0.0,98.597046,-6710742000000.0,0.0,80.53325
-824537300000.0,0.0,95.94563,-5863829000000.0,0.0,28.806875
619246000000.0,0.0,128.13475,-475853130000.0,0.0,0.5355194
46285103000.0,0.0,88.06356,-294585900000.0,0.0,55.15469
-154026100000.0,0.0,100.019005,1057843640000.0,0.0,37.446888
-1062136400000.0,0.0,79.969055,-600985900000.0,0.0,42.158047
972589100000.0,0.0,89.69064,617374550000.0,0.0,72.76177
-1011748100000.0,0.0,120.60339,1019755560000.0,0.0,60.696045
-553015640000.0,0.0,109.263245,1515547800000.0,0.0,5.000303
79792150000.0,0.0,94.30822,-3677335000.0,0.0,41.426758
-362687760000.0,0.0,95.42945,291790300000.0,0.0,22.40842
685420500000.0,0.0,84.42139,-101528480000.0,0.0,5.349422
-1077136300000.0,0.0,105.997734,-633373600000.0,0.0,97.963295
-310759100000.0,0.0,88.105225,-71084860000.0,0.0,26.628021
-515665850000.0,0.0,94.90209,484017570000.0,0.0,64.84127
17115248000.0,0.0,113.43813,394813000000.0,0.0,48.374622
-418009900000.0,0.0,97.54523,-703547700000.0,0.0,8.488326
18678794000.0,0.0,95.63324,6864002000000.0,0.0,27.729364
-349908140000.0,0.0,71.223045,20868380000.0,0.0,30.915466
-156287420000.0,0.0,93.19801,355279270000.0,0.0,32.493458
-19559790000.0,0.0,99.55126,6929422000000.0,0.0,26.232101
-591013740000.0,0.0,84.58187,-10096875000000.0,0.0,72.41337
-275990000000.0,0.0,92.677635,31794055000.0,0.0,66.60407
-131446610000.0,0.0,111.03384,228510120000.0,0.0,27.099094
314075020000.0,0.0,101.72692,66986807000.0,0.0,44.50419
220018750000.0,0.0,98.906555,-3310400300000.0,0.0,23.998592
749134900000.0,0.0,127.91943,-2498172700.0,0.0,62.14978
147558000000.0,0.0,141.26945,-10745002000000.0,0.0,64.54538
-1096698230000.0,0.0,82.81188,-706961500000.0,0.0,13.332926
-267670630000.0,0.0,90.654785,-838564000000.0,0.0,52.97082
-90815550000.0,0.0,102.22845,388692970000.0,0.0,27.62992
-683892200000.0,0.0,80.16774,-1133986700000.0,0.0,51.734108
-612652350000.0,0.0,100.03019,-671976600000.0,0.0,8.358149
288162970000.0,0.0,132.36998,613650100000.0,0.0,63.217865
344794300000.0,0.0,85.6885,-248953900000.0,0.0,30.66246
1014232200000.0,0.0,105.55664,-4392462800000.0,0.0,30.41091
-0.0,0.0,111.353615,-2890125800000.0,0.0,70.392426
-861380300000.0,0.0,88.157814,-143517910000.0,0.0,76.575966
255382030000.0,0.0,127.317314,-3657666100000.0,0.0,28.552057
-276562200000.0,0.0,98.25994,-1288508300000.0,0.0,36.838375
Episode: 4
-553858800000.0,0.0,86.52447,228169650000.0,0.0,17.712248
-724934070000.0,0.0,126.545525,-785492800000.0,0.0,41.951603
-555076700000.0,0.0,84.527275,-403592940000.0,0.0,74.59026
124169920000.0,0.0,112.597404,-1047534500000.0,0.0,80.02134
-1650392800000.0,0.0,122.469765,-52581085000.0,0.0,63.485546
-227938780000.0,0.0,117.15537,2772323500000.0,0.0,27.948767
838752900000.0,0.0,75.40944,1609519000000.0,0.0,55.417297
-785390600000.0,0.0,68.189735,-8951146000000.0,0.0,22.840574
-464371780000.0,0.0,94.5297,593383700000.0,0.0,32.68438
-389595630000.0,0.0,133.82178,51081175000.0,0.0,54.457745
263772930000.0,0.0,76.570435,-1248460000000.0,0.0,23.873274
-116366850000.0,0.0,82.136375,-1897203600000.0,0.0,54.445118
-21319174000.0,0.0,99.37359,-9353723000000.0,0.0,46.15086
-1212378300000.0,0.0,99.22695,-3084499000000.0,0.0,18.058062
-660348860000.0,0.0,82.2987,-6807284000000.0,0.0,118.534355
496890220000.0,0.0,110.23682,-3256221700000.0,0.0,36.013897
43193170000.0,0.0,103.19067,-169616240000.0,0.0,90.44402
-333470240000.0,0.0,70.22933,718018500000.0,0.0,43.437855
908416800000.0,0.0,63.434498,-2831058700000.0,0.0,41.727684
-233987640000.0,0.0,90.00332,-14693909000000.0,0.0,24.29479
242615240000.0,0.0,103.704956,-3010239000000.0,0.0,22.533915
-200120220000.0,0.0,87.79961,-1222911100000.0,0.0,45.523117
-496190360000.0,0.0,67.45343,3295203600000.0,0.0,35.276047
-1638389100000.0,0.0,128.92325,-7572837000.0,0.0,12.985237
706662040000.0,0.0,92.850334,-546394540000.0,0.0,34.875164
-47694012000.0,0.0,89.62771,-788739260000.0,0.0,10.130849
-143221010000.0,0.0,65.13169,278593000000.0,0.0,45.96504
-942580560000.0,0.0,81.43885,198873660000.0,0.0,29.487127
37910962000.0,0.0,81.514915,894506760000.0,0.0,38.237328
1198505200000.0,0.0,76.206406,-1036122060000.0,0.0,28.646015
-21855678000.0,0.0,94.695305,274598950000.0,0.0,6.3189654
-1052381540000.0,0.0,107.231606,112383170000.0,0.0,103.06832
357763060000.0,0.0,92.40183,-33285884000.0,0.0,32.64254
-2007910200000.0,0.0,106.707886,-3367139500000.0,0.0,54.68025
624688370000.0,0.0,118.10833,-3186155300000.0,0.0,64.237335
1065992060000.0,0.0,84.28108,-299956400000.0,0.0,70.41909
220432350000.0,0.0,81.185326,326647000000.0,0.0,32.0095
18155799000.0,0.0,94.82903,-702552340000.0,0.0,45.055386
-433061300000.0,0.0,93.57806,-7838802400000.0,0.0,31.860815
-1186183900000.0,0.0,118.92494,-9163272000000.0,0.0,35.675987
686542700000.0,0.0,85.433136,1457759500000.0,0.0,20.214178
-1822734300000.0,0.0,121.3128,-182314060000.0,0.0,55.27844
205237370000.0,0.0,107.66721,-2738290200000.0,0.0,37.4536
463709500000.0,0.0,101.89136,-6401093500000.0,0.0,66.84143
434144600000.0,0.0,64.97879,-215710650000.0,0.0,30.55428
281372460000.0,0.0,94.960236,-16472067000000.0,0.0,17.350117
465165030000.0,0.0,62.002285,953691140000.0,0.0,27.96105
-290728250000.0,0.0,94.56075,-1441674200000.0,0.0,18.031342
-300980270000.0,0.0,115.946266,799580400000.0,0.0,42.80188
-357313840000.0,0.0,80.7548,-2904679000000.0,0.0,35.092648
-1886748300000.0,0.0,92.20337,595738030000.0,0.0,24.33254
81009890000.0,0.0,120.69417,748478100000.0,0.0,3.6829178
936741040000.0,0.0,109.03967,-6305748600000.0,0.0,29.191559
694868640000.0,0.0,117.77197,-744808050000.0,0.0,43.541805
2858585900.0,0.0,94.88853,-82144444000.0,0.0,17.529274
-546840770000.0,0.0,113.79256,-302132900000.0,0.0,56.883938
-162357530000.0,0.0,90.23362,-10368274000000.0,0.0,49.54929
-1523761800000.0,0.0,73.32263,-1977993000000.0,0.0,36.019764
-232899760000.0,0.0,79.908195,-5090769400000.0,0.0,73.8877
786077250000.0,0.0,94.12813,607795540000.0,0.0,47.628735
-746847400000.0,0.0,93.57841,-3375792700000.0,0.0,13.368136
1034845160000.0,0.0,81.53876,-338368660000.0,0.0,14.002662
-248460920000.0,0.0,98.65052,-2201887200000.0,0.0,65.26975
-1073810240000.0,0.0,82.57249,-3833244000000.0,0.0,6.8536124
62576923000.0,0.0,119.33599,-1799341100000.0,0.0,29.235096
-354993370000.0,0.0,115.41184,845286150000.0,0.0,34.812706
19524340000.0,0.0,107.802734,1746808100000.0,0.0,35.33018
-668741900000.0,0.0,136.0534,174376530000.0,0.0,9.894828
-429859860000.0,0.0,73.40426,-4845346500000.0,0.0,24.192835
3281756400.0,0.0,124.01153,-8359021600.0,0.0,70.55434
-292232230000.0,0.0,123.64965,-1109680200000.0,0.0,13.975931
-282601230000.0,0.0,119.792534,-2016609200000.0,0.0,50.037605
908005700000.0,0.0,87.325066,302803680000.0,0.0,58.02599
5588851000.0,0.0,109.116264,1470593100000.0,0.0,46.616024
